令和7年1月1日住民基本台帳人口・世帯数、令和6年（1月1日から同年12月31日まで）人口動態（市区町村別）（総計）,,,,,,,,,,,,,,,,,,,,,,,,
,,,令和7年,令和7年,令和7年,令和7年,令和6年,令和6年,令和6年,令和6年,令和6年,令和6年,令和6年,令和6年,令和6年,令和6年,令和6年,令和6年,令和6年,令和6年,令和6年,令和6年,令和6年,令和6年
,,,2025年,2025年,2025年,2025年,2024年,2024年,2024年,2024年,2024年,2024年,2024年,2024年,2024年,2024年,2024年,2024年,2024年,2024年,2024年,2024年,2024年,2024年
,,,人口,人口,人口,世帯数,住民票記載数,住民票記載数,住民票記載数,住民票記載数,住民票記載数,住民票記載数,住民票消除数,住民票消除数,住民票消除数,住民票消除数,住民票消除数,住民票消除数,増減数(Ａ)-(Ｂ),増減率,自然増減数,自然増減率,社会増減数,社会増減率
,,,男,女,計,世帯数,転入者数（国内）,転入者数（国外）,転入者数（計）,出生者数,その他（計）,計（Ａ）,転出者数（国内）,転出者数（国外）,転出者数（計）,死亡者数,その他（計）,計（Ｂ）,増減数(Ａ)-(Ｂ),増減率,自然増減数,自然増減率,社会増減数,社会増減率
団体コード,都道府県名,市区町村名,人,人,人,世帯,人,人,人,人,人,人,人,人,人,人,人,人,人,％,人,％,人,％
435121,熊本県,球磨郡山江村,1475 ,1687 ,3162 ,1195 ,80 ,2 ,82 ,16 ,2 ,100 ,108 ,1 ,109 ,50 ,0 ,159 ,-59 ,-1.83 ,-34 ,-1.06 ,-25 ,-0.78 
012360,北海道,北斗市,20159 ,22651 ,42810 ,22074 ,1198 ,125 ,1323 ,173 ,21 ,1517 ,1627 ,41 ,1668 ,683 ,16 ,2367 ,-850 ,-1.95 ,-510 ,-1.17 ,-340 ,-0.78 
043401,宮城県,伊具郡,5845 ,5726 ,11571 ,4878 ,179 ,34 ,213 ,29 ,7 ,249 ,282 ,26 ,308 ,276 ,5 ,589 ,-340 ,-2.85 ,-247 ,-2.07 ,-93 ,-0.78 
043419,宮城県,伊具郡丸森町,5845 ,5726 ,11571 ,4878 ,179 ,34 ,213 ,29 ,7 ,249 ,282 ,26 ,308 ,276 ,5 ,589 ,-340 ,-2.85 ,-247 ,-2.07 ,-93 ,-0.78 
024414,青森県,三戸郡三戸町,4208 ,4559 ,8767 ,4112 ,168 ,20 ,188 ,14 ,2 ,204 ,258 ,3 ,261 ,198 ,0 ,459 ,-255 ,-2.83 ,-184 ,-2.04 ,-71 ,-0.79 
262021,京都府,舞鶴市,37402 ,37920 ,75322 ,38949 ,2810 ,39 ,2849 ,403 ,305 ,3557 ,3640 ,100 ,3740 ,1209 ,18 ,4967 ,-1410 ,-1.84 ,-806 ,-1.05 ,-604 ,-0.79 
394114,高知県,高岡郡津野町,2460 ,2724 ,5184 ,2560 ,94 ,9 ,103 ,18 ,1 ,122 ,144 ,1 ,145 ,118 ,1 ,264 ,-142 ,-2.67 ,-100 ,-1.88 ,-42 ,-0.79 
133647,東京都,神津島村,898 ,839 ,1737 ,911 ,96 ,2 ,98 ,7 ,0 ,105 ,109 ,3 ,112 ,31 ,0 ,143 ,-38 ,-2.14 ,-24 ,-1.35 ,-14 ,-0.79 
454311,宮崎県,東臼杵郡美郷町,2211 ,2311 ,4522 ,2393 ,144 ,4 ,148 ,15 ,1 ,164 ,185 ,1 ,186 ,133 ,0 ,319 ,-155 ,-3.31 ,-118 ,-2.52 ,-37 ,-0.79 
294012,奈良県,高市郡高取町,2861 ,3184 ,6045 ,2819 ,91 ,52 ,143 ,15 ,6 ,164 ,193 ,4 ,197 ,108 ,1 ,306 ,-142 ,-2.30 ,-93 ,-1.50 ,-49 ,-0.79 
032034,岩手県,大船渡市,15307 ,16752 ,32059 ,14722 ,613 ,117 ,730 ,119 ,7 ,856 ,957 ,23 ,980 ,644 ,18 ,1642 ,-786 ,-2.39 ,-525 ,-1.60 ,-261 ,-0.79 
043222,宮城県,柴田郡村田町,4931 ,4885 ,9816 ,4103 ,231 ,16 ,247 ,24 ,0 ,271 ,322 ,5 ,327 ,189 ,0 ,516 ,-245 ,-2.44 ,-165 ,-1.64 ,-80 ,-0.80 
465259,鹿児島県,大島郡瀬戸内町,4033 ,4051 ,8084 ,5041 ,436 ,14 ,450 ,50 ,1 ,501 ,512 ,5 ,517 ,194 ,0 ,711 ,-210 ,-2.53 ,-144 ,-1.74 ,-66 ,-0.80 
013340,北海道,上磯郡木古内町,1655 ,1873 ,3528 ,1982 ,96 ,7 ,103 ,11 ,0 ,114 ,130 ,2 ,132 ,98 ,0 ,230 ,-116 ,-3.18 ,-87 ,-2.39 ,-29 ,-0.80 
442143,大分県,国東市,12160 ,12914 ,25074 ,12983 ,743 ,946 ,1689 ,78 ,9 ,1776 ,1844 ,52 ,1896 ,555 ,7 ,2458 ,-682 ,-2.65 ,-477 ,-1.85 ,-205 ,-0.80 
082023,茨城県,日立市,81881 ,81974 ,163855 ,80994 ,3437 ,402 ,3839 ,644 ,45 ,4528 ,4934 ,219 ,5153 ,2656 ,62 ,7871 ,-3343 ,-2.00 ,-2012 ,-1.20 ,-1331 ,-0.80 
014338,北海道,雨竜郡妹背牛町,1211 ,1354 ,2565 ,1354 ,57 ,4 ,61 ,6 ,0 ,67 ,78 ,4 ,82 ,55 ,0 ,137 ,-70 ,-2.66 ,-49 ,-1.86 ,-21 ,-0.80 
303437,和歌山県,伊都郡九度山町,1708 ,2052 ,3760 ,1858 ,110 ,0 ,110 ,7 ,0 ,117 ,140 ,1 ,141 ,104 ,0 ,245 ,-128 ,-3.29 ,-97 ,-2.49 ,-31 ,-0.80 
